은주정,서울특별시 중구 주교동 43-23,"한식>찌개,전골",,https://www.instagram.com/eunjujeong1986
김촌 서울대입구 직영점,서울특별시 관악구 봉천동 855-10 1층,음식점>한식,,
한대패,부산광역시 부산진구 부전동 519-30 1층,음식점>한식,,https://www.instagram.com/uglyhome_busan
한일옥,전북특별자치도 군산시 신창동 2-1,음식점>한식,,
남양통돼지,경기도 화성시 남양읍 활초리 4,음식점>한식,,https://instagram.com/namyangtongdwaeji?igshid=xdjrrrvauukt
